"Origin","Dest1","Dest2","Dest3","Dest4","Home","Cost(Euro)","Aircraft"
"BFN","DUR","ELS","GRJ","KIM","BFN","166","A330"
"CPT","ELS","HDS","GCJ","KLZ","CPT","293","737"
"DUR","GRJ","HLA","GCJ","JNB","DUR","189","747"
"ELS","GRJ","KIM","HDS","LAY","ELS","223","757"
"GCJ","HDS","MGH","KLZ","JNB","GCJ","267","767"
"GRJ","JNB","HLA","MEZ","KIM","GRJ","166","777"
"HDS","KLZ","KIM","LAY","NCS","HDS","245","BAE146"
"JNB","HLA","KLZ","DUH","MGH","JNB","244","DC8"
"KIM","PLZ","LAY","HLA","MEZ","KIM","162","F50"
"KLZ","MGH","LAY","NCS","PHW","KLZ","273","MD11"
"HLA","MEZ","DUH","MGH","PTG","HLA","225","A400M"
"LAY","NCS","MEZ","PLZ","PZB","LAY","166","C212"
"MGH","NCS","PHW","NTY","DUH","MGH","233","V22"
"MEZ","DUH","PLZ","UTW","PTG","MEZ","212","BB1"
"NCS","PLZ","PZB","RCB","PHW","NCS","199","BA10"
"DUH","PTG","PHW","NTY","SBU","DUH","265","SIS99"
"PLZ","SIS","PTG","PZB","UTW","PLZ","215","SAH"
"PHW","NTY","PZB","RCB","SZK","PHW","130","A319"
"PTG","NTY","SBU","UTW","LTA","PTG","245","A320"
"PZB","UTW","SIS","ULD","RCB","PZB","161","A321"
"NTY","UTN","SBU","RCB","SZK","NTY","248","A330"
"UTW","SBU","SIS","LTA","UTT","UTW","251","737"
"RCB","SZK","VRU","SIS","ULD","RCB","170","747"
"SBU","VIR","SZK","LTA","UTN","SBU","255","757"
"SIS","PRY","LTA","ULD","UTT","SIS","191","767"
"SZK","ULD","WEL","UTN","VRU","SZK","186","777"
"LTA","MBD","UTN","UTT","VIR","LTA","212","BAE146"
"ULD","UTT","VRU","PRY","AAM","ULD","165","DC8"
"UTN","VRU","MQP","VIR","WEL","UTN","190","F50"
"UTT","VIR","QRA","PRY","MBD","UTT","139","MD11"
"VRU","PRY","AAM","NLP","WEL","VRU","115","A400M"
"VIR","WEL","MBD","GSS","MQP","VIR","141","C212"
"PRY","MBD","QRA","AAM","LDZ","PRY","94","V22"
"WEL","AAM","INY","MQP","NLP","WEL","89","BB1"
"MBD","QRA","MQP","GSS","ELL","MBD","101","BA10"
"AAM","NLP","QRA","ADY","LDZ","AAM","86","SIS99"
"MQP","NLP","GSS","KWJ","INY","MQP","N/A","Not Feasible"
"QRA","GSS","LDZ","RSU","ELL","QRA","N/A","Not Feasible"
"NLP","LDZ","INY","SHO","ADY","NLP","N/A","Not Feasible"
"GSS","INY","ELL","KAG","KWJ","GSS","N/A","Not Feasible"
"LDZ","CJU","RSU","ELL","ADY","LDZ","960","A330"
"INY","ADY","KWJ","PUS","SHO","INY","N/A","Not Feasible"
"ELL","KWJ","RSU","USN","KAG","ELL","947","747"
"ADY","RSU","SHO","SSN","CJU","ADY","N/A","Not Feasible"
"KWJ","SHO","KAG","OSN","PUS","KWJ","N/A","Not Feasible"
"RSU","KAG","CJU","GMP","USN","RSU","N/A","Not Feasible"
"SHO","CJU","PUS","KPO","SSN","SHO","N/A","Not Feasible"
"KAG","PUS","USN","TAE","OSN","KAG","N/A","Not Feasible"
"CJU","USN","SSN","YEC","GMP","CJU","N/A","Not Feasible"
"PUS","SSN","OSN","ICN","KPO","PUS","N/A","Not Feasible"
"USN","OSN","GMP","MWX","TAE","USN","N/A","Not Feasible"
"SSN","GMP","KPO","CJJ","YEC","SSN","N/A","Not Feasible"
"OSN","KPO","TAE","HIN","ICN","OSN","N/A","Not Feasible"
"GMP","TAE","YEC","WJU","MWX","GMP","N/A","Not Feasible"
"KPO","YEC","ICN","MPK","CJJ","KPO","N/A","Not Feasible"
"TAE","ICN","MWX","KUV","HIN","TAE","N/A","Not Feasible"
"YEC","MWX","CJJ","YNY","WJU","YEC","N/A","Not Feasible"
"ICN","CJJ","HIN","SEL","MPK","ICN","N/A","Not Feasible"
"CJJ","WJU","MPK","FUE","YNY","CJJ","11664","A321"
"HIN","MPK","KUV","VDE","SEL","HIN","11876","A330"
"MPK","YNY","LPA","FUE","SEL","MPK","11777","747"
"SEL","VDE","TFN","LPA","FUE","SEL","12056","777"
"FUE","LPA","TFS","SPC","ALC","FUE","3972","DC8"
"VDE","LPA","ACE","LEI","TFN","VDE","3588","F50"
"SPC","TFS","ACE","MLN","OVD","SPC","4582","MD11"
"LPA","TFS","TFN","ODB","ALC","LPA","3831","A400M"
"ACE","TFN","LEI","BIO","MLN","ACE","4706","C212"
"TFS","MLN","ALC","BCN","OVD","TFS","4992","V22"
"TFN","LEI","ALC","ODB","BJZ","TFN","3864","BB1"
"MLN","LEI","BIO","OVD","LCG","MLN","2350","BA10"
"ALC","ODB","OVD","GRO","BCN","ALC","2252","SIS99"
"LEI","BIO","BJZ","ODB","GRX","LEI","1764","SAH"
"OVD","BIO","BCN","IBZ","LCG","OVD","2139","A319"
"ODB","BCN","GRO","BJZ","XRY","ODB","2079","A320"
"BIO","LCG","BJZ","GRX","MJV","BIO","2183","A321"
"BCN","GRO","LCG","MAD","IBZ","BCN","2251","A330"
"BJZ","GRO","GRX","AGP","XRY","BJZ","2114","737"
"LCG","GRX","MJV","IBZ","MAH","LCG","2659","747"
"GRO","IBZ","XRY","OZP","MAD","GRO","2072","757"
"GRX","MJV","PNA","XRY","AGP","GRX","1820","767"
"IBZ","MJV","MAD","REU","MAH","IBZ","1576","777"
"XRY","AGP","MAD","SLM","OZP","XRY","1223","BAE146"
"MJV","AGP","PNA","EAS","MAH","MJV","2259","DC8"
"MAD","SCQ","OZP","MAH","REU","MAD","2765","F50"
"AGP","OZP","SLM","PNA","LEU","AGP","1971","MD11"
"MAH","REU","EAS","PNA","TOJ","MAH","1652","A400M"
"OZP","SLM","SCQ","REU","VLC","OZP","2304","C212"
"PNA","EAS","VLL","SLM","LEU","PNA","1323","V22"
"REU","EAS","VIT","SCQ","TOJ","REU","1785","BB1"
"SLM","VGO","SCQ","LEU","VLC","SLM","1986","BA10"
"EAS","LEU","TOJ","VLL","SDR","EAS","1288","SIS99"
"SCQ","TOJ","VLC","ZAZ","VIT","SCQ","1669","SAH"
"LEU","VLC","SVQ","VGO","VLL","LEU","2299","A319"
"TOJ","VLL","SDR","VIT","QSA","TOJ","1398","A320"
"VLC","VGO","VIT","ZAZ","PMI","VLC","2100","A321"
"VLL","RJL","SDR","VGO","SVQ","VLL","1868","A330"
"VIT","SDR","JCU","QSA","ZAZ","VIT","2303","737"
"VGO","ZAZ","PMI","SVQ","GMZ","VGO","5054","747"
"SDR","SVQ","RRA","QSA","RJL","SDR","2151","757"
"ZAZ","QSA","PMI","JCU","RGS","ZAZ","2258","767"
"SVQ","PMI","RJL","LEN","GMZ","SVQ","4999","777"
"QSA","JCU","RRA","RJL","ILD","QSA","2050","BAE146"
"PMI","JCU","GMZ","RGS","HSK","PMI","4899","DC8"
"RJL","CQM","RRA","GMZ","LEN","RJL","4363","F50"
"JCU","RRA","RGS","ILD","CMB","JCU","9741","MD11"
"GMZ","RGS","LEN","RML","HSK","GMZ","N/A","Not Feasible"
"RRA","LEN","ILD","GOY","CQM","RRA","N/A","Not Feasible"
"RGS","ILD","HSK","JAF","CMB","RGS","N/A","Not Feasible"
"LEN","HSK","CQM","TRR","RML","LEN","N/A","Not Feasible"
"ILD","CQM","CMB","KCT","GOY","ILD","N/A","Not Feasible"
"HSK","CMB","RML","WRZ","JAF","HSK","N/A","Not Feasible"
"CQM","RML","GOY","BJT","TRR","CQM","N/A","Not Feasible"
"CMB","JAF","GOY","DIW","KCT","CMB","6","A319"
"RML","JAF","TRR","HRI","WRZ","RML","5","A320"
"GOY","TRR","KEZ","KCT","BJT","GOY","3","A321"
"JAF","KCT","DIW","WRZ","KDZ","JAF","5","A330"
"TRR","WRZ","HRI","BJT","GIU","TRR","2","737"
"KCT","DIW","BJT","DOG","KEZ","KCT","918","747"
"WRZ","DIW","HRI","ELF","KDZ","WRZ","1013","757"
"BJT","HRI","GIU","KSL","KEZ","BJT","806","767"
"DIW","KDZ","DOG","EBD","KEZ","DIW","1020","777"
"HRI","KDZ","GIU","MAK","ELF","HRI","N/A","Not Feasible"
"KEZ","GIU","DOG","KRT","KSL","KEZ","946","DC8"
"KDZ","DOG","ELF","PZU","EBD","KDZ","N/A","Not Feasible"
"GIU","ELF","UYL","MAK","KSL","GIU","1104","MD11"
"DOG","EBD","KRT","KSL","ATB","DOG","349","A400M"
"ELF","EBD","PZU","MAK","EGN","ELF","670","C212"
"KSL","MAK","RBX","UYL","KRT","KSL","523","V22"
"EBD","KRT","ATB","PZU","WHF","EBD","421","BB1"
"MAK","PZU","UYL","WUU","EGN","MAK","N/A","Not Feasible"
"KRT","UYL","ATB","PBM","RBX","KRT","N/A","Not Feasible"
"PZU","ATB","EGN","ORG","WHF","PZU","N/A","Not Feasible"
"UYL","EGN","RBX","ABN","WUU","UYL","N/A","Not Feasible"
"ATB","WHF","BTO","PBM","RBX","ATB","4591","A320"
"EGN","WUU","WHF","DOE","ORG","EGN","4472","A321"
"RBX","DRJ","PBM","ABN","WUU","RBX","4253","A330"
"WHF","PBM","ORG","ICK","BTO","WHF","N/A","Not Feasible"
"WUU","DOE","ORG","OEM","ABN","WUU","4218","747"
"PBM","ABN","SMZ","DRJ","BTO","PBM","151","757"
"ORG","BTO","DOE","ICK","TOT","ORG","198","767"
"ABN","DRJ","DOE","AGI","OEM","ABN","227","777"
"BTO","ICK","SMZ","DRJ","AAJ","BTO","227","BAE146"
"DOE","ICK","TOT","OEM","LDO","DOE","197","DC8"
"DRJ","OEM","SMZ","MTS","AGI","DRJ","N/A","Not Feasible"
"ICK","TOT","AAJ","SMZ","RNB","ICK","3494","MD11"
"OEM","TOT","AGI","GOT","LDO","OEM","N/A","Not Feasible"
"SMZ","AGI","AAJ","JKG","MTS","SMZ","N/A","Not Feasible"
"TOT","AAJ","LDO","LDK","RNB","TOT","N/A","Not Feasible"
"AGI","LDO","MTS","GSE","GOT","AGI","N/A","Not Feasible"
"AAJ","MTS","RNB","KVB","JKG","AAJ","N/A","Not Feasible"
"LDO","RNB","GOT","THN","LDK","LDO","N/A","Not Feasible"
"MTS","GOT","JKG","KSK","GSE","MTS","N/A","Not Feasible"
"RNB","JKG","LDK","MXX","KVB","RNB","117","A319"
"GOT","GSE","THN","LDK","NYO","GOT","69","A320"
"JKG","KVB","KSK","GSE","KID","JKG","92","A321"
"LDK","THN","JLD","KVB","MXX","LDK","126","A330"
"GSE","THN","KSK","NYO","OSK","GSE","88","737"
"KVB","KSK","MXX","KLR","KID","KVB","130","747"
"THN","MXX","NYO","MMX","JLD","THN","144","757"
"KSK","NYO","OSK","KID","HAD","KSK","102","767"
"MXX","VXO","JLD","KID","KLR","MXX","143","777"
"NYO","OSK","MMX","JLD","EVG","NYO","169","BAE146"
"KID","KLR","OSK","GEV","HAD","KID","292","DC8"
"JLD","MMX","KLR","HUV","VXO","JLD","168","F50"
"OSK","MMX","HAD","EVG","KRF","OSK","200","MD11"
"KLR","VXO","HAD","LYC","GEV","KLR","286","A400M"
"MMX","VXO","HUV","SDL","EVG","MMX","185","C212"
"HAD","EVG","GEV","OER","KRF","HAD","270","V22"
"VXO","GEV","KRN","LYC","HUV","VXO","270","BB1"
"EVG","HUV","SDL","KRF","SFT","EVG","103","BA10"
"GEV","LYC","KRF","OER","UME","GEV","106","SIS99"
"HUV","LYC","KRN","VHM","SDL","HUV","150","SAH"
"KRF","SDL","OER","SFT","AJR","KRF","82","A319"
"LYC","OER","ORB","UME","KRN","LYC","219","A320"
"SDL","VST","SFT","KRN","VHM","SDL","208","A321"
"OER","UME","SFT","LLA","AJR","OER","70","A330"
"KRN","UME","ARN","ORB","VHM","KRN","225","737"
"SFT","AJR","VHM","VST","BMA","SFT","165","747"
"UME","ORB","BLE","AJR","LLA","UME","180","757"
"VHM","ORB","HLF","VST","ARN","VHM","178","767"
"AJR","LLA","BMA","VST","GVX","AJR","174","777"
"ORB","LPI","ARN","LLA","BLE","ORB","191","BAE146"
"VST","ARN","BMA","HLF","NRK","VST","60","DC8"
"LLA","BMA","VBY","BLE","GVX","LLA","209","F50"
"ARN","HLF","LPI","BLE","HMV","ARN","204","MD11"
"BMA","HLF","NRK","GVX","SQO","BMA","183","A400M"
"BLE","GVX","VBY","AGH","LPI","BLE","139","C212"
"HLF","LPI","NRK","HMV","TYF","HLF","206","V22"
"GVX","VBY","NRK","KSD","SQO","GVX","197","BB1"
"LPI","VBY","AGH","HFS","HMV","LPI","263","BA10"
"NRK","SQO","HMV","OSD","TYF","NRK","188","SIS99"
"VBY","AGH","KSD","SQO","PJA","VBY","306","SAH"
"HMV","TYF","HFS","AGH","STO","HMV","246","A319"
"SQO","JHE","KSD","TYF","OSD","SQO","225","A320"
"AGH","KSD","HFS","PJA","XEV","AGH","294","A321"
"TYF","HFS","STO","QYX","OSD","TYF","119","A330"
"KSD","OSD","PJA","SOO","JHE","KSD","300","737"
"HFS","PJA","STO","XEV","NYN","HFS","235","747"
"OSD","GVA","JHE","STO","QYX","OSD","1431","757"
"PJA","XEV","SIR","JHE","SOO","PJA","1512","767"
"STO","XEV","QYX","LUG","NYN","STO","1658","777"
"JHE","QYX","SOO","GVA","BRN","JHE","1408","BAE146"
"XEV","SOO","SIR","ZRH","NYN","XEV","1715","DC8"
"QYX","GVA","LUG","ACH","NYN","QYX","1869","F50"
"SOO","GVA","SIR","BRN","SMV","SOO","2141","MD11"
"NYN","LUG","SIR","BSL","ZRH","NYN","1838","A400M"
"GVA","LUG","ACH","BRN","QNC","GVA","663","C212"
"SIR","BRN","ZRH","SMV","ZJI","SIR","497","V22"
"LUG","ACH","ZRH","BSL","ZIN","LUG","507","BB1"
"BRN","BXO","SMV","ACH","QNC","BRN","526","BA10"
"ZRH","SMV","BSL","ALP","ZJI","ZRH","N/A","Not Feasible"
"ACH","BSL","QNC","DAM","ZIN","ACH","N/A","Not Feasible"
"SMV","DEZ","QNC","BXO","ZJI","SMV","2949","A319"
"BSL","ZIN","ZJI","LTK","ALP","BSL","2613","A320"
"QNC","ZIN","BXO","DAM","PMS","QNC","2781","A321"
"ZJI","ALP","KAC","DEZ","BXO","ZJI","2558","A330"
"ZIN","LTK","DAM","KNH","ALP","ZIN","2774","737"
"BXO","DAM","PIF","DEZ","PMS","BXO","2921","747"
"ALP","LTK","DEZ","TTT","KAC","ALP","265","757"
"DAM","LTK","GNI","KNH","PMS","DAM","276","767"
"DEZ","PMS","KHH","PIF","KAC","DEZ","262","777"
"LTK","KAC","KNH","CYI","TTT","LTK","N/A","Not Feasible"
"PMS","KNH","PIF","KYD","GNI","PMS","N/A","Not Feasible"
"KAC","PIF","TTT","RMQ","KHH","KAC","N/A","Not Feasible"
"KNH","TNN","TTT","GNI","CYI","KNH","20","MD11"
"PIF","KHH","MZG","GNI","KYD","PIF","14","A400M"
"TTT","KHH","CYI","RMQ","TSA","TTT","16","C212"
"GNI","KYD","TPE","CYI","TNN","GNI","21","V22"
"KHH","KYD","RMQ","MZG","WOT","KHH","17","BB1"
"CYI","RMQ","TSA","HUN","TNN","CYI","14","BA10"
"KYD","TNN","MZG","MFK","TPE","KYD","30","SIS99"
"RMQ","MZG","WOT","HCN","TSA","RMQ","21","SAH"
"TNN","LZN","TPE","TSA","HUN","TNN","23","A319"
"MZG","TPE","MFK","CMJ","WOT","MZG","20","A320"
"TSA","HUN","HCN","WOT","TXG","TSA","23","A321"
"TPE","HUN","SMT","MFK","LZN","TPE","18","A330"
"WOT","HCN","DYU","MFK","CMJ","WOT","1026","737"
"HUN","HCN","LBD","LZN","TXG","HUN","1014","747"
"MFK","SMT","CMJ","TJU","LZN","MFK","1002","757"
"HCN","CMJ","TXG","DYU","ARK","HCN","1158","767"
"LZN","TXG","SMT","DAR","LBD","LZN","1137","777"
"CMJ","SMT","DYU","DOD","TJU","CMJ","N/A","Not Feasible"
"TXG","DYU","ARK","IRI","LBD","TXG","2022","DC8"
"SMT","LBD","TJU","JRO","DAR","SMT","N/A","Not Feasible"
"DYU","ARK","LKY","DOD","TJU","DYU","1013","MD11"
"LBD","ARK","DAR","MYW","IRI","LBD","N/A","Not Feasible"
"TJU","DAR","DOD","MWZ","JRO","TJU","N/A","Not Feasible"
"ARK","DOD","IRI","PMA","LKY","ARK","N/A","Not Feasible"
"DAR","IRI","JRO","TGT","MYW","DAR","N/A","Not Feasible"
"DOD","JRO","LKY","ZNZ","MWZ","DOD","N/A","Not Feasible"
"IRI","LKY","MYW","SEU","PMA","IRI","N/A","Not Feasible"
"JRO","MYW","MWZ","MFA","TGT","JRO","N/A","Not Feasible"
"LKY","MWZ","PMA","TBO","ZNZ","LKY","N/A","Not Feasible"
"MYW","PMA","TGT","SHY","SEU","MYW","N/A","Not Feasible"
"MWZ","TGT","ZNZ","MUZ","MFA","MWZ","N/A","Not Feasible"
"PMA","ZNZ","SEU","LDI","TBO","PMA","N/A","Not Feasible"
"TGT","SEU","MFA","TKQ","SHY","TGT","N/A","Not Feasible"
"ZNZ","MFA","TBO","BKZ","MUZ","ZNZ","N/A","Not Feasible"
"SEU","TBO","SHY","DUU","LDI","SEU","N/A","Not Feasible"
"MFA","SHY","TKQ","MUZ","DMK","MFA","209","767"
"TBO","MUZ","UTP","LDI","BKZ","TBO","211","777"
"SHY","LDI","TKQ","LPT","DUU","SHY","N/A","Not Feasible"
"MUZ","TKQ","BKZ","PRH","DMK","MUZ","N/A","Not Feasible"
"LDI","BKZ","DUU","HHQ","UTP","LDI","N/A","Not Feasible"
"TKQ","DMK","PHS","LPT","DUU","TKQ","232","MD11"
"BKZ","DMK","UTP","NAW","PRH","BKZ","N/A","Not Feasible"
"DUU","UTP","LPT","KBV","HHQ","DUU","N/A","Not Feasible"
"DMK","LPT","PRH","PHS","PAN","DMK","74","V22"
"UTP","PRH","HHQ","USM","NAW","UTP","73","BB1"
"LPT","PHS","HHQ","KBV","HKT","LPT","66","BA10"
"PRH","PHS","NAW","PAN","HDY","PRH","76","SIS99"
"HHQ","NAW","TST","KBV","USM","HHQ","43","SAH"
"PHS","UTH","PAN","KBV","HKT","PHS","79","A319"
"NAW","PAN","HDY","USM","SNO","NAW","74","A320"
"KBV","HKT","LOE","USM","TST","KBV","66","A321"
"PAN","HDY","HKT","BKK","UTH","PAN","75","A330"
"USM","TST","HDY","SNO","CNX","USM","88","737"
"HKT","TST","UTH","LOE","CEI","HKT","87","747"
"HDY","SNO","UTH","BKK","NST","HDY","72","757"
"TST","NAK","SNO","LOE","CNX","TST","86","767"
"UTH","LOE","CEI","BKK","KOP","UTH","53","777"
"SNO","CNX","BKK","NST","UBP","SNO","81","BAE146"
"LOE","CEI","CNX","NAK","KKC","LOE","38","DC8"
"BKK","NST","KOP","CEI","THS","BKK","82","F50"
"CNX","NAK","UBP","NST","URT","CNX","82","MD11"
"CEI","KOP","KKC","NAK","HGN","CEI","52","A400M"
"NST","UBP","KOP","NNT","THS","NST","76","C212"
"NAK","KKC","ROI","UBP","URT","NAK","59","V22"
"KOP","BFV","KKC","THS","HGN","KOP","50","BB1"
"UBP","URT","UNN","THS","NNT","UBP","73","BA10"
"KKC","HGN","URT","TDX","ROI","KKC","79","SIS99"
"THS","HGN","PYY","NNT","BFV","THS","41","SAH"
"URT","ROI","NNT","PHY","UNN","URT","69","A319"
"HGN","ROI","BFV","TDX","CJM","HGN","69","A320"
"NNT","BFV","UNN","MAQ","PYY","NNT","72","A321"
"ROI","TDX","UNN","TKT","PHY","ROI","63","A330"
"BFV","TDX","PYY","LRL","CJM","BFV","N/A","Not Feasible"
"UNN","PHY","MAQ","PYY","LFW","UNN","358","747"
"TDX","CJM","TKT","PHY","TBU","TDX","4767","757"
"PYY","MAQ","VAV","CJM","LRL","PYY","5207","767"
"PHY","MAQ","LFW","TKT","NTT","PHY","5185","777"
"CJM","TKT","LRL","NFO","TBU","CJM","N/A","Not Feasible"
"MAQ","LRL","LFW","HPA","VAV","MAQ","N/A","Not Feasible"
"TKT","LFW","TBU","EUA","NTT","TKT","N/A","Not Feasible"
"LRL","NFO","VAV","TBU","TAB","LRL","7285","MD11"
"LFW","VAV","NTT","POS","HPA","LFW","N/A","Not Feasible"
"TBU","NTT","NFO","MIR","EUA","TBU","N/A","Not Feasible"
"VAV","NFO","HPA","TUN","TAB","VAV","N/A","Not Feasible"
"NTT","HPA","EUA","GAF","POS","NTT","N/A","Not Feasible"
"NFO","EUA","TAB","GAE","MIR","NFO","N/A","Not Feasible"
"HPA","TAB","POS","DJE","TUN","HPA","N/A","Not Feasible"
"EUA","POS","MIR","EBM","GAF","EUA","N/A","Not Feasible"
"TAB","MIR","TUN","SFA","GAE","TAB","N/A","Not Feasible"
"POS","TUN","DJE","GAF","TOE","POS","5067","A320"
"MIR","GAE","EBM","GAF","TBJ","MIR","615","A321"
"TUN","GAE","DJE","SFA","NBE","TUN","348","A330"
"GAF","DJE","ESB","EBM","TOE","GAF","2108","737"
"GAE","SFA","TBJ","ANK","EBM","GAE","2158","747"
"DJE","TOE","NBE","ADA","SFA","DJE","2189","757"
"EBM","TOE","TBJ","AFY","ESB","EBM","2153","767"
"SFA","AYT","ANK","TBJ","NBE","SFA","1930","777"
"TOE","NBE","ESB","GZT","ADA","TOE","2282","BAE146"
"TBJ","AFY","KYA","ESB","ANK","TBJ","1846","DC8"
"NBE","AYT","ADA","MZH","ANK","NBE","1988","F50"
"ESB","AFY","ADA","GZT","VAS","ESB","564","MD11"
"ANK","AFY","AYT","KYA","MLX","ANK","578","A400M"
"ADA","AYT","MZH","ASR","GZT","ADA","607","C212"
"AFY","DNZ","KYA","GZT","VAS","AFY","616","V22"
"AYT","KYA","MLX","MZH","IST","AYT","748","BB1"
"GZT","VAS","MZH","BZI","ASR","GZT","746","BA10"
"KYA","MLX","VAS","BDM","DNZ","KYA","722","SIS99"
"MZH","MLX","ASR","ESK","IST","MZH","639","SAH"
"VAS","ASR","DNZ","ADB","BZI","VAS","664","A319"
"MLX","DNZ","IGL","BDM","IST","MLX","773","A320"
"ASR","DLM","BZI","IST","ESK","ASR","637","A321"
"DNZ","BDM","BZI","ADB","BXN","DNZ","319","A330"
"IST","BDM","IGL","EZS","ESK","IST","846","737"
"BZI","ESK","DIY","DLM","ADB","BZI","899","747"
"BDM","IGL","ADB","BXN","ERC","BDM","879","757"
"ESK","IGL","DLM","EZS","ERZ","ESK","960","767"
"ADB","BXN","DLM","DIY","TZX","ADB","985","777"
"IGL","BXN","EZS","VAN","ERC","IGL","1079","BAE146"
"DLM","EZS","ERZ","BAL","DIY","DLM","898","DC8"
"BXN","DIY","ERC","TZX","NAV","BXN","939","F50"
"EZS","BJV","ERC","ERZ","VAN","EZS","1025","MD11"
"DIY","SAW","TZX","ERZ","BAL","DIY","844","A400M"
"ERC","VAN","TZX","SZF","NAV","ERC","651","C212"
"ERZ","VAN","BAL","BJV","EDO","ERZ","1122","V22"
"TZX","BAL","NAV","ISE","SAW","TZX","918","BB1"
"VAN","ADF","NAV","BJV","SZF","VAN","1067","BA10"
"BAL","BJV","EDO","SAW","AJI","BAL","1124","SIS99"
"NAV","KCM","SZF","SAW","ISE","NAV","722","SAH"
"BJV","EDO","SZF","ADF","SFQ","BJV","932","A319"
"SAW","EDO","ISE","AJI","KSY","SAW","1071","A320"
"SZF","ADF","KCM","ISE","USQ","SZF","694","A321"
"EDO","ADF","SFQ","AJI","YEI","EDO","1059","A330"
"ISE","KCM","AJI","KSY","TEQ","ISE","1066","737"
"ADF","SFQ","KCM","USQ","SIC","ADF","749","747"
"AJI","KSY","YEI","SFQ","MSR","AJI","934","757"
"KCM","KSY","TEQ","CKZ","USQ","KCM","1099","767"
"SFQ","USQ","YEI","AOE","SIC","SFQ","793","777"
"KSY","TEQ","YEI","MQM","MSR","KSY","1043","BAE146"
"USQ","UAB","SIC","TEQ","CKZ","USQ","789","DC8"
"YEI","SIC","MSR","HTY","AOE","YEI","878","F50"
"TEQ","CKZ","MQM","MSR","ONQ","TEQ","1029","MD11"
"SIC","CKZ","AOE","UAB","SSX","SIC","805","A400M"
"MSR","AOE","GZP","HTY","MQM","MSR","840","C212"
"CKZ","UAB","MQM","IGD","ONQ","CKZ","1169","V22"
"AOE","UAB","HTY","GNY","SSX","AOE","674","BB1"
"MQM","HTY","GZP","KZR","ONQ","MQM","833","BA10"
"UAB","ONQ","SSX","IGD","BGG","UAB","862","SIS99"
"HTY","GZP","KFS","SSX","GNY","HTY","671","SAH"
"ONQ","IGD","GZP","KZR","BTZ","ONQ","1050","A319"
"SSX","GNY","BGG","IGD","MYP","SSX","1674","A320"
"GZP","GNY","ASB","KFS","KZR","GZP","1817","A321"
"IGD","KRW","BTZ","KZR","BGG","IGD","1450","A330"
"GNY","BGG","MYP","CRZ","KFS","GNY","1885","737"
"KZR","BTZ","KFS","TAZ","ASB","KZR","1948","747"
"BGG","BKN","MYP","KRW","BTZ","BGG","1966","757"
"KFS","MYP","ASB","NCA","CRZ","KFS","N/A","Not Feasible"
"BTZ","KRW","ASB","TAZ","PLS","BTZ","13730","777"
"MYP","KRW","CRZ","XSC","BKN","MYP","N/A","Not Feasible"
"ASB","CRZ","TAZ","SLX","NCA","ASB","N/A","Not Feasible"
"KRW","TAZ","BKN","MDS","PLS","KRW","N/A","Not Feasible"
"CRZ","NCA","XSC","GDT","BKN","CRZ","14909","MD11"
"TAZ","NCA","PLS","FUN","SLX","TAZ","N/A","Not Feasible"
"BKN","PLS","XSC","EBB","MDS","BKN","N/A","Not Feasible"
"NCA","XSC","SLX","SRT","GDT","NCA","N/A","Not Feasible"
"PLS","SLX","MDS","ULU","FUN","PLS","N/A","Not Feasible"
"XSC","MDS","GDT","RUA","EBB","XSC","N/A","Not Feasible"
"SLX","GDT","FUN","OYG","SRT","SLX","N/A","Not Feasible"
"MDS","FUN","EBB","PAF","ULU","MDS","N/A","Not Feasible"
"GDT","EBB","SRT","KBP","RUA","GDT","N/A","Not Feasible"
"FUN","SRT","ULU","DOK","OYG","FUN","N/A","Not Feasible"
"EBB","ULU","DNK","RUA","PAF","EBB","223","A321"
"SRT","RUA","KBP","SIP","OYG","SRT","231","A330"
"ULU","PAF","IEV","DOK","OYG","ULU","245","737"
"RUA","PAF","LWO","KBP","DNK","RUA","260","747"
"OYG","DOK","KBP","ODS","SIP","OYG","260","757"
"PAF","IEV","DNK","DOK","MPW","PAF","250","767"
"KBP","DNK","VSG","SIP","LWO","KBP","114","777"
"DOK","SIP","ODS","IEV","OZH","DOK","78","BAE146"
"DNK","IEV","LWO","KWG","MPW","DNK","90","DC8"
"SIP","ODS","LWO","HRK","VSG","SIP","114","F50"
"IEV","IFO","ODS","MPW","OZH","IEV","91","MD11"
"LWO","VSG","MPW","KWG","CWC","LWO","105","A400M"
"ODS","OZH","VSG","HRK","RWN","ODS","97","C212"
"MPW","OZH","KWG","UDJ","IFO","MPW","98","V22"
"VSG","KWG","CWC","TNL","HRK","VSG","94","BB1"
"OZH","HRK","CEJ","RWN","IFO","OZH","85","BA10"
"KWG","CWC","IFO","UDJ","UKC","KWG","76","SIS99"
"HRK","RWN","TNL","CWC","CKC","HRK","75","SAH"
"IFO","UDJ","RWN","CEJ","NLV","IFO","82","A319"
"CWC","UDJ","TNL","UKC","KHE","CWC","79","A320"
"RWN","TNL","KGO","CKC","CEJ","RWN","56","A321"
"UDJ","UKC","CEJ","NLV","UKS","UDJ","105","A330"
"TNL","UKC","CKC","KHC","KHE","TNL","91","737"
"CEJ","CKC","KGO","NLV","KIP","CEJ","42","747"
"UKC","NLV","UKS","KHE","GML","UKC","83","757"
"CKC","KGO","KHC","KHE","VIN","CKC","66","767"
"NLV","KGO","KIP","PLV","UKS","NLV","64","777"
